,date,data,url,positive,negative,neutral,compound
10,2018-05-14,,http://www.thehindu.com/todays-paper/sbi-official-held/article23877487.ece,0.0,0.0,1.0,0.0
11,2018-04-08," Leading public sector lenders State Bank of India (SBI) and Punjab National Bank (PNB) have put 15 non-performing assets worth ₹1,063 crore for sale. Both the banks said they will conduct the e-auction on the 20th of this month. SBI has put up a total of 12 accounts with total outstanding of ₹ 848.54 crore for sale. “...we place these accounts for sale to asset reconstruction companies (ARCs)/banks/ NBFCs/ financial intuitions,” said SBI, the country’s largest bank.Of these accounts, Surat-based Garden Silk Mills has the highest outstanding of ₹225.06 crore, followed by Korba West Power Company (Gurgaon) ₹124.78 crore, Modern Steels (Chandigarh) Rs 122.61 crore and SNS Starch (Secunderabad) Rs 66.87 crore.The rest of the NPA accounts include Leitwind Shriram Manufacturing Pvt Ltd (₹64.95 crore), Unijules Life Sciences (₹59.25 crore), Scania Steels & Power (₹42.42 crore), KSM Spinning Mills (₹40.42 crore), Modern Dairies (₹39.93 crore), Asmita Papers (₹37.23 crore), Forel Labs (₹22.86 crore) and Jaipur Metal & Electricals (₹2.16 crore).The second largest public sector lender PNB will offer three NPA accounts with total outstanding of ₹ 214.45 crore for sale to ARCs/ NBFCs/ banks or other financial institutions. The three accounts are Shree Sidhbali Ispat Ltd (Meerut) with non-performing loans of (₹165.30 crore), Sri Guruprabha Power Ltd (Chennai) ₹31.52 crore and Dharamnath Investment (Mumbai) ₹17.63 crore.All the 21 public sector banks had gross bad loans of over ₹7.33 lakh crore as on December 31, 2017. Of this, SBI had the highest share of ₹2.01 lakh crore followed by Punjab National Bank ₹55,200 crore, IDBI Bank ₹44,542 crore, Union Bank of India ₹38,047 crore, among others.Receive the best of The Hindu delivered to your inbox everyday!Please enter a valid email address.",http://www.thehindu.com/business/Industry/sbi-pnb-put-15-npas-worth-1063-cr-for-sale/article23471694.ece,0.084,0.022,0.894,0.9531
12,2018-05-12,"The State Bank of India on Friday suspended three officials for their role in transportation of cash totalling Rs. 40 crore from its currency chest in Nalgonda district to another bank branch by an open trolley attached to a mini-truck.It was unprecedented and something that “cannot be tolerated”, Chief General Manager of SBI’s Hyderabad Circle J. Swaminathan said about Thursday’s incident that took people and bankers by surprise. It was a violation of the guidelines on cash transportation and that was “why we have taken strict action against the officials involved and ordered an inquiry by a General Manager” rank official.Further action against the officials would be based on the inquiry report, he said, adding that the probe was expected to take a few days.The Andhra Pradesh Grameena Vikas Bank, to whose branch the cash was transported, will prepare a report to be placed before its chairman, who is out of station, to decide on the course of action against the officials concerned, sources in the regional rural bank said. Incidentally, APGVB is a sponsored bank of the SBI.On Thursday, five banks had brought vehicles with police escort to move cash from the currency chest to their branches for disbursement under the Rythu Bandhu scheme.The APGVB, Mr.Swaminathan said, had arranged the vehicle and police escort to which the SBI officials had provided cash. “We take such incidents seriously and cannot tolerate this kind of behaviour... taken severest action... will take it to logical end,” he said.The SBI, the senior banker said, had also reiterated instructions on cash movement to all its branches so that such incident was not repeated.A leader of bank employees association sought to attribute the incident to the pressure that had built up on the bankers in view of the launch of the scheme.",http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/sbi-suspends-3-officials-in-nalgonda-orders-probe/article23859305.ece,0.007,0.042,0.951,-0.8625
13,2018-03-06,"A road show was organised at the Gajuwaka branch of State Bank of India (SBI) here on Tuesday as part of the Vizag Digital Dhan Sankalp project, an initiative of the Government of AP, to make Visakhapatnam as the country’s ‘first less-cash city’ in India.Deputy General Manager of SBI M. Diwakar and Additional Commissioner of the Greater Visakhapatnam Municipal Corporation (GVMC) Varma flagged off the campaign at Gajuwaka.Mr. Diwakar said SBI had partnered with GVMC to promote the use of digital transactions by merchants and traders. He said SBI in association with Visa would act as a banking partner, in this initiative, which was designed to make Vizag as the first ‘less-cash’ city in the country.SBI would utilise its branch network and marketing teams to promote the digital payment mode among traders by telling them about the benefits of extending digital mode of payment options to their customers. Mr. Varma said the large branch network of SBI would come in handy in the promotion of digital payment options among the traders. GVMC has about 7,500 employees, including contract workers, and they would also be utilised for creating awareness among the traders on the benefits of digital transactions. SBI RM G.V. Shastry and liaison officer R.R. Naidu were present.Receive the best of The Hindu delivered to your inbox everyday!Please enter a valid email address.",http://www.thehindu.com/news/cities/Visakhapatnam/initiative-to-make-vizag-first-less-cash-city/article22953915.ece,0.084,0.0,0.916,0.9558
14,2018-04-26," In August 2017, the Lok Sabha passed the State Banks (Repeal and Amendment) Bill of 2017 to amend the State Bank of India (SBI) Act of 1955 to remove references related to subsidiary banks.After the acquisition of subsidiary banks by the SBI, subsidiary banks have ceased to exist. Therefore, the government found it necessary to repeal the SBI (Subsidiary Banks) Act of 1959 and the State Bank of Hyderabad Act of 1956.The government has also found it unnecessary to retain certain provisions in the SBI Act, 1955, which apply to subsidiary banks. These subsidiary banks — State Bank of Bikaner and Jaipur, State Bank of Mysore, State Bank of Patiala, and State Bank of Travancore — were constituted under the SBI (Subsidiary Banks) Act of 1959.The State Bank of Hyderabad was originally constituted as Hyderabad State Bank under the Hyderabad State Bank Act and renamed as the State Bank of Hyderabad under sub-section (1) of Section 3 of the State Bank of Hyderabad Act of 1956.To rationalise resources, reduce costs, improve profits, for lower cost of funds leading to better rate of interest for the public, and to improve productivity and customer service, the SBI, with the sanction of the Central government and in consultation with the Reserve Bank of India (RBI), entered into negotiations with the State Bank of Bikaner and Jaipur, the State Bank of Mysore, the State Bank of Patiala, the State Bank of Travancore and the State Bank of Hyderabad for acquiring their business, including assets and liabilities. The schemes relating to such acquisitions were agreed upon by the Central Board of the SBI and the respective boards of the subsidiary banks and approved by the RBI. In exercise of the powers conferred by sub-section (2) of Section 35 of the SBI Act, 1955, the Central government accorded its sanction.Accordingly, the Central government issued the following orders, sanctioning the scheme of acquisition: (a) the Acquisition of State Bank of Bikaner and Jaipur Order, 2017; (b) the Acquisition of State Bank of Mysore Order, 2017; (c) the Acquisition of State Bank of Patiala Order, 2017; (d) the Acquisition of State Bank of Travancore Order, 2017; and (e) the Acquisition of State Bank of Hyderabad Order, 2017. As per these, the business of these subsidiary banks is to be carried out by the SBI in accordance with the SBI Act, 1955, with effect from April 1, 2017. Receive the best of The Hindu delivered to your inbox everyday!Please enter a valid email address.",http://www.thehindu.com/opinion/op-ed/merging-associate-banks-with-the-sbi/article23686892.ece,0.071,0.009,0.92,0.9766
15,2018-03-12," A major portion of a State Bank of India (SBI) building was gutted in a fire outbreak early Monday. The timely intervention of the Kerala Fire and Rescue Services prevented the fire from spreading to other parts of the building and thereby, derailing the normal functioning of the bank.Fire had broke out in the Centralised Clearing Processing Cell (CCPC) of the SBI in the first floor of its branch at the Panavila junction. While the incident was reported at 4.50 a.m. by employees who turned up for work, the fire is suspected to have broken out much earlier. Four units from the Chengalchoola fire station rushed to the spot and managed to douse the fire within a little over an hour. The fire fighting operation was led by Assistant Divisional Officer Abdul Rasheed. The CCPC unit, the only centralised unit of the bank in the State to handle cheque clearances, is believed to have suffered damage worth at least ₹50 lakh, according to preliminary estimates. The short-circuit in an air-conditioner is suspected to have led to the fire outbreak. The banking hall, which had around 20 computer systems, was completely gutted in the fire. Several furniture, false ceiling and wiring were severely damaged. However, the server remained unaffected, enabling normal functioning of the CCPC from the second floor from the afternoon.A furniture shop was gutted in Aralumoodu, near Neyyattinkara, during the wee hours of the day. Four fire units from the Vizhinjam and Neyyattinkara fire stations were pressed into service to douse the fire. The cause of the fire outbreak was yet to be ascertained. Receive the best of The Hindu delivered to your inbox everyday!Please enter a valid email address.",http://www.thehindu.com/news/cities/Thiruvananthapuram/fire-breaks-out-in-sbi-building/article23165901.ece,0.033,0.177,0.79,-0.9902
16,2018-03-23,"The State Bank of India informed the bourses on Friday about a fraud allegedly committed by the Chennai-headquartered Nathella Sampath Jewellery Private Limited (NSJPL) worth over ₹250 crore.In a filing with the Bombay Stock Exchange, the SBI said, “NSJPL, a jewellery manufacturing company, was incorporated in 2007. An aggregate limit of ₹250 crore sanctioned by the SBI in a consortium arrangement had been classified by the bank as ‘fraud’ on December 22, 2017 for having misrepresented the financial statements from 2010 and liquidated primary security.”In 2017, NSJPL was born by merging three firms run by the family — Nathella Sampath Jewellery, Nathella Sampathu Chetty (NSC) & Co and NSC Jewellers.Last year, one of the subsidiary firms brought its shutters down, citing cash crunch. The company could not pay back the money to customers who had invested in its gold chit scheme. The firm put out a notice outside its outlet on Thanikachalam Road, T. Nagar, stating that it was unable to pay dues to depositors and also sought time to return the money.Prasanna Kumar, director of Nathella, had then told The Hindu, “We are going through a tough time and our first priority is to help our customers. We just need some time.” In November 2017, the jewellery firm’s promoters admitted to the Economic Offences Wing that it owed money to more than 21,000 customers who had deposited in its gold chit scheme.Receive the best of The Hindu delivered to your inbox everyday!Please enter a valid email address.",http://www.thehindu.com/news/cities/chennai/jeweller-accused-of-cheating-sbi-of-250-crore/article23337645.ece,0.06,0.038,0.902,0.555
17,2018-05-30," MumbaiState Bank of India (SBI) - the country’s largest lender - has hiked retail fixed deposit rates by 5 to 15 bps for two maturities. Deposit rates (less than Rs 1 crore) between one year to less than two years has been increased by 15 bps to 6.65% and for 2 years to less than three years has been hiked by 5 bps to 6.65%. The new rates came into effect from May 28, 2018. Senior citizens will get 50 bps more than these rates. Receive the best of The Hindu delivered to your inbox everyday!Please enter a valid email address.",http://www.thehindu.com/business/sbi-hikes-deposit-rates-by-5-15-bps/article24039686.ece,0.067,0.0,0.933,0.7644
18,2018-03-03," If the civil suit filed by the State Bank of India (SBI) in the Madras High Court is true, the makers of Tamil movie Aruva Sanda used car loans worth ₹3.44 crore obtained from the bank to produce the movie. In its suit, SBI claimed that the film’s producer and his accomplices obtained as many as 13 car loans, to the tune of ₹3.44 crore, from the bank and utilised the money to make the movie. Instead of purchasing luxury cars, they cheated the bank.The alleged fraud was committed with the connivance of one of its empanelled auto loan counsellor, who hacked into the system of the bank and made sure that the loan amounts were transferred to the personal savings bank accounts of the applicants, instead of being paid directly to automobile dealers. Claiming that the loan proceeds were re-routed from the individual bank accounts of the applicants to the savings bank account of film producer V. Esakkiraja of White Screen Productions, the bank urged the court to order that it shall have the first charge over the sale proceeds of his movie Aruva Sanda and restrain its release till the loans were repaid. Justice C.V. Karthikeyan granted an interim injunction restraining the release of the movie till March 16 and ordered notices returnable by then to the producer and his accomplices. Notice had also been ordered to the auto loan counsellor D. Chitra, who allegedly assisted the applicants to siphon off the money from the Velachery branch of SBI.Receive the best of The Hindu delivered to your inbox everyday!Please enter a valid email address.
Printable version | Jun 7, 2018 3:10:33 AM | http://www.thehindu.com/news/national/tamil-nadu/hc-restrains-release-of-aruva-sanda-till-march-16/article22922834.ece
",http://www.thehindu.com/news/national/tamil-nadu/hc-restrains-release-of-aruva-sanda-till-march-16/article22922834.ece,0.065,0.034,0.901,0.8016
19,2018-06-02,"A 40-year-old housewife from Darave village in Seawood lost ₹6.98 lakh after sharing her OTP (one-time password) 28 times with a cyberfraud.The incident happened between May 17 and 23 when she received a call from a fraudster claiming to be manager of the State Bank of India.“The fraudster told the lady that he was from SBI and that her ATM card was blocked. He asked her to share her ATM card details and pin number to unblock the card. He called her again asking to share the OTP number that she received. He also told her to delete any other message from the bank,” Police Inspector (Crime) Bhaguji Auti said.According to the police, the accused’s first transaction was of ₹4,000 to an Oxigen wallet in Gurgaon. After realising that the woman was not suspicious, the caller made many calls on a daily basis till May 23.“The lowest amount of transaction was of ₹4,000 and the highest ₹49,999 to a PhonePe wallet in Mumbai. In all, he made 28 transactions,” Mr. Auti said.Since the accused asked the woman to delete the messages from the bank, she kept deleting updates on the amount deduction.She finally learnt about the fraud on Wednesday when she went to update her passbook.“She found that nobody from the bank had called her. She lodged a complaint with us when she learnt of the cheating,” Mr. Auti said. The woman’s husband works in Kuwait, while she stays with her two sons in Darave. Her elder son has just finished Class XII and the ₹10 lakh in her account was an education loan meant for his higher studies.“The family is shattered. Her husband is in touch with the investigating team. The woman says she doesn’t have knowledge of online banking,” Mr. Auti said.“We have asked the SBI to send messages and alert every customer visiting the bank that no details about ATM card or OTP should be shared with anyone,” he added.Receive the best of The Hindu delivered to your inbox everyday!Please enter a valid email address.",http://www.thehindu.com/news/cities/mumbai/698-lakh-lost-by-sharing-otp-28-times/article24069504.ece,0.058,0.077,0.865,-0.8435
20,2018-01-25,"State Bank of India Life Insurance on Thursday launched Poorna Suraksha plan, which gives subscribers the dual benefit of life and critical illness cover.Addressing the media, SBI Life Zone 2 president M. Anand said that, the plan covers as many as 36 critical illnesses such as heart stroke, among others. He observed that during the early years of a person's life, home and education loans, among others take the centre stage. Later on, the liabilities reduce and chances of critical illnesses increase. “The rebalancing feature allows customers to adapt the plan according to changing needs. The product not only provides financial security, but also insures health related expenses which could arise due to critical illnesses,” he said.Poorna Suraksha premium payments could be made monthly, half-yearly and yearly. The policy’s term could be for 10, 15, 20, 25 and 30 years. The premium remains the same throughout the term. It also provides tax benefits under section 80-C and 80-D.Receive the best of The Hindu delivered to your inbox everyday!Please enter a valid email address.",http://www.thehindu.com/news/cities/Hyderabad/sbi-poorna-suraksha-insurance-plan-launched/article22525677.ece,0.093,0.082,0.825,0.63
21,2018-04-10,"Banks in Telangana continue to grapple with cash crunch as the State government gets ready to roll out a one of its kind, ₹4,000 per acre investment support scheme for farmers, every crop season, next month.The government’s decision to hand out the cheques comes even as thousands of bank customers increasingly find, much to their dismay, that there just isn’t enough cash at the ATMs at all times. It is no different at the counters managed by tellers either, says a regional rural bank head, requesting anonymity, on the cash levels at the bank branches. Deterioration in cash availability began from September last year, State Bank of India (SBI) sources say, about the challenge banks in Telangana as well as neighbouring Andhra Pradesh are facing.Specific to Telangana, information on cash supplied to currency chests obtained under RTI Act 2005 recently from SBI by ‘Factly’, a data-driven fact finding portal, sheds more light. Factly founder Rakesh Dubbudu had also sought details from the Reserve Bank of India (RBI) on supplies it made day wise to all currency chests in Telangana for the same time frame – January 2016 to January 2018. The central bank, however, turned down the request citing a provision under the Act. An analysis of the cash received by eight facilities of SBI — the SCAB (specialised currency administration branch) in Hyderabad and currency chest branches in seven other major districts — shows the monthly average supply has dwindled to ₹629 crore in the five months ended January. During a 10-month period from November 2016 (demonetisation period) to August 2017, the monthly average supply was ₹1,795 crore. This number stood at ₹1,316 crore in January-October 2016 (pre-demonetisation) period. During the 25 months for which data was provided, the supplies touched a peak of ₹5,377 crore in July last year. At the other end of the spectrum, the supply was nil in September 2016. High value currency dominated the supplies all months, except in November 2017 when all of the ₹544 crore supplied was in low value currency notes. Mr. Dubbudu says these numbers can be extrapolated to get the big picture. According to sources in banking industry, SBI usually gets a 40% share in every cash remittance made by RBI in Telangana. A portion of the cash some of the eight SBI facilities received was also meant for onward distribution to other banks. “It is because currency supply is limited post demonetisation,” an SBI official sought to attribute the crunch. This in spite of RBI replenishing the currency, withdrawn following the November 8, 2016 demonetisation directive, in terms of value. Earlier this year, State Finance Minister Eatala Rajender and Agriculture Minister Pocharam Srinivas Reddy had met Union Finance Minister Arun Jaitley and appealed for adequate currency notes to be made available in the banks in view of upcoming scheme for farmers.So what fate await the cheques? None of them will be dishonoured, a banker assures, hastening to add: “The money will come into their (farmers) accounts.” What he, however, did not explain was how soon can it be withdrawn. Receive the best of The Hindu delivered to your inbox everyday!Please enter a valid email address.",http://www.thehindu.com/news/cities/Hyderabad/cash-crunch-hits-telangana-hard/article23496984.ece,0.072,0.023,0.905,0.9709
22,2018-01-08," State Bank of India (SBI) is planning to raise $ 2 billion by issuing bonds in U.S. dollar or in some other convertible currency in the current and the next financial year.The bank’s board has approved the fund raising on Monday. The lender may raise the funds in more than one tranches. The funds could be used to boost credit demand.“The executive committee of the Central Board.. has approved long term fund-raising in single/multiple tranches up to $2 billion,” SBI said in a notification to exchanges.The lender said the fund-raising will take place through a public offer and/or private placement of senior unsecured notes in US Dollar or any other convertible currency during fiscal 2017-18 and 2018-19.SBI scrip ended at ₹305.65, down 0.2% on the Bombay Stock Exchange. Receive the best of The Hindu delivered to your inbox everyday!Please enter a valid email address.",http://www.thehindu.com/business/Industry/sbi-to-raise-2-billion-via-overseas-bonds/article22398692.ece,0.102,0.017,0.881,0.9151
23,2018-05-10,"The State government has accused commercial banks for asking higher margin requirements from first generation entrepreneurs, particularly those in the food processing industry, and termed the lenders as ‘non-supportive’.In a letter to the state level bankers’ committee (SLBC), Chief Minister Devendra Fadnavis said banks and financial institutions are refusing “legitimate requirements of additional finance to new entrepreneurs”.In the letter, the Chief Minister said the lenders are creating hurdles by insisting high credit margins up to 40% on the basis of external ratings and without considering farm land as a collateral, especially in the case of the agricultural and food processing industry. The agricultural and food processing industry contributed 14% to the national Gross Domestic Product (GDP), Mr. Fadnavis said in his letter.The Chief Minister said bankers have the perception that first generation entrepreneurs have no experience despite them having farming background. “Most of the agro processing entrepreneurs are educated and have a farming background. There is a difference between lack of knowledge and lack of experience. Bankers are hesitant to provide the finance to first generation entrepreneurs with a perception he has no experience by ignoring the value of knowledge he has,” the Chief Minister said. “Most of the agro processing units in the state are underfinanced by bank officials, who have correlated the financing to their targets and sanctioning powers,” he said.Mr. Fadnavis went on to cite an example of a agro-processing project, located 300 km from Mumbai, to which interests of 19 villages and 1,251 farmers are linked.The letter said the project was approved by the State on October 23, 2015, and sought credit of ₹9 crore from the State Bank of India (SBI). But SBI insisted a 200% urban collateral securities, and ignored its own techno economic viability (TEV) study to extend just ₹4.75 crore as a term loan and another ₹25 lakh as cash credit.“Since the last 18 months from the last disbursement, the project could not start its commercial operations due to under financing by the bank despite Maharashtra government support under the Public- Private Partnership for Integrated Agriculture Development scheme. The company lost two crushing seasons due to this,” a report prepared by the State Industries Department said.The Chief Minister has now asked the banks to ensure that their sanctioning authorities acquire core domain knowledge of the farm sector, consider agriculture land as collateral, set up an apex body in banks with knowledge for conducting TEV studies, relaxing margins for food processing units, provide interest subvention regularly, among others.The State government has communicated to the banks through a notification issued on April 27 and May 4 to remove certification hurdles for industry seeking credit extension. However, the guidelines are yet to be implemented by the banks, state government officials said. Receive the best of The Hindu delivered to your inbox everyday!Please enter a valid email address.",http://www.thehindu.com/news/cities/mumbai/banks-dont-support-first-generation-entrepreneurs/article23842289.ece,0.073,0.062,0.865,0.7379
24,2018-02-17,"The rationalisation of branches of State Bank of India (SBI) following merger into five of its associate banks in April last year has almost been completed in Telangana, at least for this financial year, wherever they were located in close proximity to each other.Sources in the SBI said about 125 branches were relocated and staff redeployed in six phases till this week. The relocation was either way—branches of erstwhile associate banks shifting to the premises of SBI branches or vice versa—on the basis of various parameters. “We looked at what was economical to the bank, customer convenience, parking, rentals and several other factors before initiating the process,” a senior official said. The SBI had a branch network of 500 and the State Bank of Hyderabad, the largest among the associate banks in Telangana, 850 before the merger. A few other branches of four other associate banks — State Bank of Bikaner and Jaipur, State Bank of Patiala, State Bank of Travancore and State Bank of Mysore — were also absorbed in nearby branches of the group. Interestingly, a branch of SBH was merged with Bharatiya Mahila Bank which was also included in the scheme at Mahabubnagar.The branch and IFSC codes also underwent changes after the shifting. The accounts were also transferred to the new branches and treated as “home” accounts. The rationalisation of branches was a seamless affair as there were no major protests anywhere barring complaints by customers that they were not informed well in advance. The customers were directed by phone messages to visit nearby SBI branches to carry out transactions henceforth. The complaints by customers, particularly with women and elderly, were mainly about having to walk the extra distance to reach the bank. The deadline for rationalisation was actually set for September last and redeployment of officers and staff was December. But, it continued till now as the shifting could only happen on second and fourth Saturdays and Sundays which were bank holidays, the official said. He added that there will not be any more rationalisation till March end because of annual closure of accounts and subsequent audit. Receive the best of The Hindu delivered to your inbox everyday!Please enter a valid email address.
Printable version | Jun 7, 2018 3:10:04 AM | http://www.thehindu.com/news/national/telangana/rationalisation-of-sbi-branches-almost-complete/article22786405.ece
",http://www.thehindu.com/news/national/telangana/rationalisation-of-sbi-branches-almost-complete/article22786405.ece,0.028,0.031,0.942,0.1476
25,2018-04-09," The days of demonetisation seem to have returned with a majority of Automated Teller Machines (ATMs) going dry in the State. Downed shutters and ‘no cash’ and ‘out of service’ signs have become a common sight.The bankers, too, admit that there is a cash crunch. They, however, refuse to divulge the reasons and are tight-lipped on despatches from the Reserve Bank of India (RBI). “The RBI is not sharing any information with us,” says a senior banker, who didn’t want to be quoted. Though the banks are receiving cash, the despatches are not sufficient to meet the demand. “The cash being received from the RBI does not even meet half our requirement. This apart, deposits by customers have dropped drastically and the withdrawal of FDs and other deposits has gone up like never before,” he says. At many places, people were seen rushing from ATM to ATM to withdraw money. A. Narasimha Rao, a senior citizen, has been scouting for an ATM which is dispensing cash. The ATM he frequents close to his residence on Pantakaluva Road has been sporting the ‘no cash’ sign for quite some time. Also, none of the ATMs on Bandar Road was functioning on Monday. “I have been facing this problem for the past few days. The ATMs are not being replenished regularly,” he laments. Not more than 40% ATMs in the State are dispensing cash. There are about 8,900 ATMs in the State and the dysfunctional ATMs varied from 15 to 80% depending upon the bank. The ATMs of the State Bank of India (SBI), the biggest bank in the country, have also gone dry. SBI senior official Deep Chand says that 15% of the ATMs were dysfunctional. “There is a cash problem. We are trying to replenish the ATMs at regular intervals,” he says. Andhra Bank Circle General Manager K.S.D. Siva Vara Prasad, who is also convener of State Level Bankers Committee (SLBC) Andhra Pradesh, says that the problem is acute in places such as Visakhapatnam, Chittoor, and Vijayawada. The banks are sending requests to the RBI regularly and efforts are being made to ease the situation, he says. People seem to have developed reservations about parking their money in banks in the light of the proposed Financial Resolution and Deposit Insurance Bill and banking scams.The Union Finance Ministry too conducted a video conference with top bankers in the State a week ago and asked them to create awareness among the public on the FRDI and cash availability, bankers say.Receive the best of The Hindu delivered to your inbox everyday!Please enter a valid email address.",http://www.thehindu.com/news/cities/Vijayawada/unease-deepens-as-atms-go-dry-yet-again-in-state/article23485354.ece,0.039,0.041,0.92,-0.4402
26,2018-03-04,"  MADURAIThe advent of Automated Teller Machines (ATMs) in the city was considered a boon to bank customers. Initially, entry was restricted. Watchmen guarded them. The place was clean. There was no limit on the number of withdrawals. And the service was free. Now, the doors are wide open. Air-conditioning units do not function. Watchmen have vanished from many ATM kiosks. Some ATMs do not provide transaction slips. Some are littered with slips. Withdrawals are restricted. Charges are levied for excess withdrawals. And an annual fee is deducted from accounts.Some ATMs do not function at all while some work for a few hours or days. Some display ‘no cash’ boards. Some do not dispense cash but deduct money from your account. The customer has to complain and wait for a week to get back the money. Some deliver only ₹100 notes. Though a customer can withdraw ₹40,000 to ₹50,000 a day, he has to do it multiple times, and in the process he exhausts free transaction limits. No machine in Madurai dispenses ₹200 notes, though officials claim that they are calibrated for the purpose. Gullible customers have to guard against conmen who pretend to help them at ATMs but swap the actual cards with fake ones. Smart people have to deal with phishing, fraudulent phone calls and cloning of debit cards. Cash withdrawal during late night hours is also not advisable. The ATMs seem to have lost their sheen under these circumstances. For, online banking or Point of Sale (PoS) machines kept in all kinds of shops, textile showrooms, petrol bunks, theatres and restaurants come in handy for making payments. These machines are used for goods delivered at home for orders placed over phone or through e-commerce portals. Banks have introduced mobile wallets. Apps help people book train, bus or flight tickets; recharge prepaid mobile phones or DTH, pay postpaid phone/ electricity bills, call taxi charges and settle money for goods bought in stores. Free credit cards are available but some people do not prefer them. Cash-back, reward points, discounts or gift vouchers attract people towards digital payments. Cash handling charges beyond a limit in some banks too push people to go digital. A HDFC official says the bank accepts either cheque or online payment for housing loan dues but not cash. However, digital transactions have a long way to go as the technology is yet to percolate down to rural areas, says a top Canara Bank officer. Bose, a pensioner, and M. Sankar, a farmer, say the limit on free transactions hurts them a lot. A. Paulraj Sekar, a Western music teacher of Tirunagar, and Rathinavel, a civil contractor, say they can’t help but accept deduction of charges beyond free transactions. B. Singaravelu, Superintendent, Public Works Department, says the ATM of City Union Bank near his office at Tallakulam did not dispense cash but money got debited from his account in the SBI, along with charges, when he attempted withdrawal a few days back. K. Ganesan, a businessman, says private sector banks maintain their ATMs better than public sector ones and terms Swachh Bharat Abhiyan campaign a humbug, as far as the ATMs are concerned. S. Samuel, Manager (alternate channel), SBI, asserts that 93% their ATMs are functioning at all times, which is on a par with national average. The ATMs in remote locations go dry in the first few days of every month because they are filled with cash only once in a day. He terms the absence of watchmen in off-site ATMs a policy decision and asserts that the ATMs are equipped with CCTV cameras to take care of untoward incidents. “We keep track of all the ATMs,” he says, and blames private agencies for poor maintenance of select ATMs. Officials deplore that they do not get adequate currency notes in the denomination of ₹2,000 and ₹200 from the RBI. Notes dispensed by the ATMs too do not come back to banks. There is also no big encouragement for online transactions. So, there seems to be no end in sight to the predicament of customers.Receive the best of The Hindu delivered to your inbox everyday!Please enter a valid email address.",http://www.thehindu.com/news/cities/Madurai/do-atms-deliver-and-meet-needs-of-all-customers-madurai/article22924583.ece,0.106,0.082,0.812,0.9754
27,2018-01-27," The Madras High Court has discharged a former State Bank of India (SBI) clerk from two cases booked against him on charges of manipulating bank records besides fabricating telex messages purportedly issued by its New York branch and getting hundreds of dollars transferred to the bank accounts of his wife and another individual.Justice G. Jayachandran discharged M. Murugappan from the two cases on the ground that he had already been convicted by a trial court in a related case, an appeal against which was pending in the High Court, and therefore prosecuting him with respect to two other transactions related to the first case would amount to double jeopardy.According to the prosecution, the petitioner was serving as a clerk in the Ambattur Industrial Estate branch of SBI in 1996-97 when the alleged crime took place. As per a complaint lodged by the then assistant general manager of the bank, the petitioner duped some of the customers of the bank and carried out the illegal transactions. He submitted fake telex messages reportedly issued by SBI’s New York branch and got nearly $14,000 transferred to his wife’s savings bank account. Similarly, he created fabricated telex messages and got $8,145 transferred to the Non Resident External (NRE) account of a person named Kannappan.Though the cause of action in all three transactions were the same and the witnesses were also the same, the CBI had filed a final report in 2001 in one of the three cases. The chargesheets in the other two cases were filed a couple of years later.During the trial proceedings in the first case, the petitioner moved an application before the special court for CBI cases with a plea to try the other two cases also along with the first one. However, the special court refused to accept the plea since as many as 20 witnesses had already been examined in the first case.Since clubbing the other cases with the first one would require recalling all those witnesses and re-examining them, the trial court declined the request for a joint trial. It also dismissed the petitions filed by the accused to discharge him from the other two cases, and hence the present revision petition.Receive the best of The Hindu delivered to your inbox everyday!Please enter a valid email address.
Printable version | Jun 7, 2018 3:10:19 AM | http://www.thehindu.com/news/national/tamil-nadu/ex-sbi-clerk-discharged-in-two-fraud-cases/article22538686.ece
",http://www.thehindu.com/news/national/tamil-nadu/ex-sbi-clerk-discharged-in-two-fraud-cases/article22538686.ece,0.043,0.068,0.889,-0.8553
28,2018-03-30,"Ending months of uncertainty, the Kerala State Road Transport Corporation (KSRTC) entered into an agreement with a consortium of banks led by the State Bank of India (SBI) for a Rs. 3,100-crore long-term loan to restructure its Rs. 3,117-crore loan liability and to overcome financial crisis.The agreement was signed on Thursday at Transport Bhavan, headquarters of the KSRTC, by Chairman and Managing Director A. Hemachandran and managers of the banks in the presence of Transport Secretary K. R. Jyothilal.Under the pact, the SBI will give Rs. 1,000 crore, Canara Bank and Vijaya Bank Rs. 500 crore each, and Kerala Transport Development Finance Corporation (KTDFC) Rs. 1,100 crore. The loan is for 20 years and the interest is 9.2 % for SBI, Canara and Vijaya Bank. The interest for the loan being availed from the KTDFC is 11.8 % and the difference is to be paid by government.The KTDFC was roped into the consortium after over half-a-dozen banks that had expressed interest backed out citing one reason or the other. The Rs. 1,100-crore loan from the KTDFC will be adjusted in the amount due to them by the KSRTC over the loan that was taken over the years for disbursing salary and pension to the employees on the rolls and retirees.CM steps inChief Minister Pinarayi Vijayan had intervened to mobilise funds for the KSRTC to clear the liability of the corporation towards the loan taken from HUDCO, District Cooperative Banks and Kerala State Power and Infrastructure Finance Corporation at high interest rates. The funds meant for the salary of the government employees were used and it would be returned once the loan from the consortium is released on April 1 after completing formalities.Govt guarantee",http://www.thehindu.com/todays-paper/tp-national/tp-kerala/ksrtc-inks-pact-for-rs-3100-crore-loan/article23387249.ece,0.081,0.02,0.898,0.9524
